Oktoberfest,SandLot Brewery at Coors Field,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Barleywine,SandLot Brewery at Coors Field,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Oktoberfest,Tabernash Brewing,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Mister Hoppy IPA,Wolf Tongue Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Hopyard IPA,Rockyard Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
1634 Urtyp Hell,Paulaner,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Gueuze,Brewery Belle-Vue,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Brain Damage,Golden City Brewery,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Old Nick,Youngs & Company Brewery,England,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Super Natural ESB,Hawks Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Foret Saison,Brasserie Dupont,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Joseph Spelt Ale,Brasserie De Silenrieux,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Montagnarde,Brasserie De L'Abbaye Des Rocs,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Blanche des Honnelles,Brasserie De L'Abbaye Des Rocs,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Spciale No I,Brasserie De L'Abbaye Des Rocs,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Belgian Burgundy Ale,Brasserie De L'Abbaye Des Rocs,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Samson Crystal Diplomat Dark Beer,Budjovick Mansk Pivovar,Czech Republic,British Ale,Classic English-Style Pale Ale,Varies,Cheese
1845 Celebration Ale,Fuller Smith & Turner PBC,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
London Porter,Fuller Smith & Turner PBC,United Kingdom,Irish Ale,Porter,Dark and roasty,Burgers
Dark Island,Orkney Brewery,United Kingdom,British Ale,Scottish-Style Light Ale,Hoppy and bitter,Chicken
Premium,Plzesk Prazdroj Pivovar Radegast,Czech Republic,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Brigand,Brouwerij Van Honsebrouck,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Krakus,Browar Zywiec,Poland,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Kriek,Brouwerij Boon,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Small Beer,Anchor Brewing,United States,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
Clovis,Brasserie Dubuisson,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Black Cat,Moorhouse's Brewery (Burnley),United Kingdom,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
Oats and Barley Stout,Delafield Brewhaus,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Oktoberfest,Delafield Brewhaus,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Irish Red,Water Street Lake Country,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Old World Oktoberfest,Water Street Lake Country,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Pale Ale,Water Street Lake Country,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Amber,Water Street Lake Country,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Bavarian Weiss Beer,Water Street Lake Country,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Pils,Water Street Lake Country,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Honey Lager Light,Water Street Lake Country,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Celtic Cross Stout,Stout Brothers Public House,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Taverner Nut Brown Ale,Stout Brothers Public House,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Underground IPA,Stout Brothers Public House,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Yodeler Weisse,Stout Brothers Public House,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
The Yank Cream Ale,Stout Brothers Public House,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Stronghold Pilsner,Stout Brothers Public House,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Imperial Stout,Moylan's Brewery & Restaurant,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Eldridge Grade White Knuckle Ale,Marin Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Jasper Brown Ale,Jasper Ridge Brewery,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Red Earth Pale Ale,Jasper Ridge Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Iron Red Ale,Jasper Ridge Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Jasper Lyte,Jasper Ridge Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Plank Road Pale Ale,Marquette Harbor Brewery and Restaurant,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Amber Ale,Marquette Harbor Brewery and Restaurant,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Canadian Blonde Ale,Marquette Harbor Brewery and Restaurant,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Stump Sitter Stout,Hereford & Hops Restaurant and Brewpub #1,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Peninsula Porter,Hereford & Hops Restaurant and Brewpub #1,United States,Irish Ale,Porter,Dark and roasty,Burgers
Cleary Red,Hereford & Hops Restaurant and Brewpub #1,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Wolverine Wheat Beer,Hereford & Hops Restaurant and Brewpub #1,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Lichthaus Lager,Hereford & Hops Restaurant and Brewpub #1,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Whitetail Ale,Hereford & Hops Restaurant and Brewpub #1,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Moylannium Ale,Moylan's Brewery & Restaurant,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Point Reyes Porter,Marin Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
I.P.A.,Marin Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Albion Amber Ale,Marin Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Mt.Tam Pale Ale,Marin Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Hefe Weiss,Marin Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Kuronama,Asahi Breweries,Japan,Irish Ale,Porter,Dark and roasty,Burgers
Kirkland Ale,Northwest Brewwrks,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Weizen,Hida Takayama Brewing Agricultural Company,Japan,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Hitachino Nest Beer,Kiuchi Shuzou Goushi Kaisya,Japan,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Klsch,Ross Valley Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Catfish Cream Ale,Agassiz Brewing,Canada,North American Lager,American-Style Lager,Clean and crisp,Pasta
Splitfinger Stout,Leinenkugel's Ballyard Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Noch Einmal Dunkel,Delafield Brewhaus,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Kolsch,Brauhaus Onuma,Japan,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Abbaye de Floreffe Double,Brasserie Lefebvre,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Redback Original Malt Wheat Beer,Matilda Bay Brewing,Australia,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dunkel,Privatbrauerei Hofmhl,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Busby Stout,Keihan Uji Kotsu,Japan,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Haacke-Beck,Brauerei Beck,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Sweet Betty Classic Blonde Ale,Widmer Brothers Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Cream Ale,Shaftebury Brewing,Canada,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
Highlander Stout,Stewart's Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Beer Works Ale Golden,Pokka Beer Works,Japan,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Flying Armadillo Porter,Sweetwater Tavern - Centreville,United States,Irish Ale,Porter,Dark and roasty,Burgers
Golden Harvest Weizenbier,Gold Coast Brewery,Australia,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Premium Lager,Okanagan Spring Brewery,Canada,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Premium Lager,Brick Brewing,Canada,North American Lager,American-Style Lager,Clean and crisp,Pasta
Regia Extra,Industrias La Constancia ILC,El Salvador,North American Lager,American-Style Lager,Clean and crisp,Pasta
Suprema,Industrias La Constancia ILC,El Salvador,North American Lager,American-Style Lager,Clean and crisp,Pasta
Happy Heron Pale Ale,Central Waters Brewing Company,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Mud Puppy Porter,Central Waters Brewing Company,United States,Irish Ale,Porter,Dark and roasty,Burgers
Oatmeal Stout,Fratellos Restaurant and Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Rye,Fratellos Restaurant and Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Old Scratch Barleywine 2000,Great Dane Pub and Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Uber APA,Great Dane Pub and Brewing #1,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Capital Weizen Doppelbock,Capital Brewery,United States,German Ale,South German-Style Weizenbock,Malty and roasty,Steak
Old 3rd Street XXX Belgian Strong Ale,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Fighting Finches Bock,Tyranena Brewing,United States,German Lager,German-Style Heller Bock/Maibock,Malty and roasty,Steak
Stone Teepee Pale Ale,Tyranena Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Gsser,Brausttte der Steirerbrau Aktiengesellschaft,Austria,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Cinco de Mayo Cerveza Jalapeno,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Stvenbru Maibock,Egan Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Kinmount Willie Stout,Broughton Ales,United Kingdom,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Kapuziner Gold,Kulmbacher Brauerei AG,Germany,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Worthington White Shield,King and Barnes,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Symposium Eisbock,New Glarus Brewing Company,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Frhlingzeit Maibock,Delafield Brewhaus,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Stillwater Stout,Rock Bottom Restaurant & Brewery - Milwaukee,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Honey Creek Pale Ale,Rock Bottom Restaurant & Brewery - Milwaukee,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Edelweiss Dunkel Weissbier,Hofbru Kaltenhausen Salzachtal,Austria,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pilsner of El Salvador,Industrias La Constancia ILC,El Salvador,North American Lager,American-Style Lager,Clean and crisp,Pasta
Premier,Industrias La Constancia ILC,El Salvador,North American Lager,American-Style Lager,Clean and crisp,Pasta
Eighty Shilling Export Ale,Maclay and Co.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Vondel,Liefmans Breweries,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Lager Beer,City Brewing Company LLC,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Schild Brau Amber,Millstream Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
India Pale Ale,Fuller Smith & Turner PBC,United Kingdom,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Refreshing Summer Ale,Fuller Smith & Turner PBC,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Izaak,Whim Ales,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Imperial Stout,Yakima Brewing and Malting / Grant's Ales,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Hefeweissbier Dunkel,Bayerische Staatsbrauerei Weihenstephan,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dunkles Hefe Weizen,Tucher Bru,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Kristall Weizen,Tucher Bru,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Big Ale,Brimstone Brewing,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Sailerbru Rauchenfels Steinweizen,Allguer Brauhaus AG Kempten Brausttte Leuterschach,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Flag Porter 1825 Original,Elgood & Sons,United Kingdom,Irish Ale,Porter,Dark and roasty,Burgers
Classic Special Brew,Aass Brewery,Norway,North American Lager,American-Style Lager,Clean and crisp,Pasta
Norvig Ale,Elgood & Sons,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Millennium Ale,Titletown Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Premium Dark,Lwenbru Munich,Canada,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Premium Lager,Lwenbru Munich,Canada,British Ale,Classic English-Style Pale Ale,Varies,Cheese
McLennium,BT McClintic Beer Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pale Ale,Keg Microbrewery & Restaurant,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Oktoberfest,Nicolet Brewing,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Hempen Ale,Frederick Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
O-Tay Bockwheat,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Sod Off Baldrick,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hop Hearty IPA,New Glarus Brewing Company,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Iron Range Amber Lager,James Page Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Festive Ale 2000,Empyrean Brewing Company,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Belgian Brown,Thunderhead Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hefeweizen,Thunderhead Brewery,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Honey Lager,Thunderhead Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Saison,Thunderhead Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Double Enghien Bruin,Brasserie de Silly,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Vlas Kop,Brouwerij Strubbe,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Double Enghien Blonde Ale,Brasserie de Silly,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Black Douglas,Broughton Ales,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
St.Hermes Abbey Ale,Brasserie Clarysse,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Fuerte,Cerveceria Bucanero,Cuba,North American Lager,American-Style Lager,Clean and crisp,Pasta
Czech Out This Pils!,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hopfenstange Pils,Delafield Brewhaus,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pewaukee Porter,Delafield Brewhaus,United States,Irish Ale,Porter,Dark and roasty,Burgers
Amber,Delafield Brewhaus,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Dock Light Golden Ale,Delafield Brewhaus,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Gold Ale,Clipper City Brewing Co.,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Pride of De Pere,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Chesapeake Amber Ale,Clipper City Brewing Co.,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Barleywine,Goose Island Beer Company - Clybourn,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Big Bad Dog Old English Ale,Blue Cat Brew Pub,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
River Back Jack IPA,Blue Cat Brew Pub,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Bourbon Barleywine,Great Dane Pub and Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Mahogany Ale,Brewery Creek Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Flying Horse Pale Ale,Water Tower Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Wingdam Wheat,Backwater Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Pale,Glacial Lakes Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Red,Glacial Lakes Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
T.P.H. Porter,Pumphouse Pizza and Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Hops and Glory American Ale,Delafield Brewhaus,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Hopfenteufel Alt Bier,Delafield Brewhaus,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Saison,Copper Dragon Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Lake Superior ESB,Arcadia Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
The Only Oat Malt Stout In The World,Maclay and Co.,United Kingdom,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Pale Rider,Celis Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Steenbrugge Tripel Blond,Brouwerij Van Steenberge,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Blonde Ale,Redhook Ale Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Original Lager,Bayerische Staatsbrauerei Weihenstephan,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Korbinian,Bayerische Staatsbrauerei Weihenstephan,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Cheap Kln,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
All Saints Belgian Golden Ale,Liefmans Breweries,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Porter,Utenos Alus,Lithuania,Irish Ale,Porter,Dark and roasty,Burgers
Sara Buckwheat Ale,Brasserie De Silenrieux,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Samson Crystal Lager Beer,Budjovick Mansk Pivovar,Czech Republic,British Ale,Classic English-Style Pale Ale,Varies,Cheese
White,Celis Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Raspberry,Celis Brewery,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Belgian Wit,Milwaukee Ale House,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Groovy Beer,Sand Creek Brewing Company,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Beer,Mambo Beer,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
High Noon Wheat Beer,Slab City Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
White Fathers Witbier,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bigfoot 1999,Sierra Nevada Brewing Co.,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Affligem No l,Brouwerij De Smedt,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Mythical White Grand Cru,Big Hole Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Wild Boar Wild Wheat,Dubuque Brewing and Bottling,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Beacon Barleywine,Santa Cruz Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Surefire Stout,Sweetwater Brewing - Casper,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Moll Dubh Irish Ale,Egan Brewing,United States,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
Nitro Pale,Egan Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
X-Tra Pale Ale,Three Floyds Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Very Special Pale Golden Ale,Full Sail Brewing #1,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Golden Ale,Fox River Brewing #1,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Apocalypse Buckwheat Ale / Coup de Grisou,Le Cheval Blanc,Canada,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Wallace,Maclay and Co.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Alpha King Pale Ale,Three Floyds Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
High Gravity Lager,Steel Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Bornem Triple,Brouwerij Van Steenberge,Belgium,Belgian and French Ale,Other Belgian-Style Ales,Fruity and spicy,Seafood
Bornem Double,Brouwerij Van Steenberge,Belgium,Belgian and French Ale,Other Belgian-Style Ales,Fruity and spicy,Seafood
Bruegel Amber Ale,Brouwerij Van Steenberge,Belgium,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
1888 Bock,Jacob Leinenkugel Brewing Company,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Northwoods Lager,Jacob Leinenkugel Brewing Company,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Pale Ale,Orchard Street Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Apple Bach,Cherryland Brewing,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Star Big Muddy Brown,Dubuque Brewing and Bottling,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
What the Gent on the Floor is Having 1997,McGuire's Irish Pub and Brewery - Pensacola,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Capital Wisconsin Amber,Capital Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Hollandia,Bierbrouwerij Bavaria,Netherlands,North American Lager,American-Style Lager,Clean and crisp,Pasta
Original,Dortmunder Actien Brauerei  DAB,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Capital Munich Dark,Capital Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Capital Special Pilsner,Capital Brewery,United States,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Maple Wheat,Niagara Falls Brewing,Canada,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pale Ale,Stevens Point Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Auburn Ale,Jacob Leinenkugel Brewing Company,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
London Pride,Fuller Smith & Turner PBC,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Framboise 1997,Brouwerij Boon,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Ale,Whitbread Beer Company,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
St-Ambroise Pale Ale,Brasserie McAuslan,Canada,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hatuey Beer,Stroh Brewery Company,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Henley Ale,WH Brakspear & Sons,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Original Oktoberfest,Hacker-Pschorr Bru,Germany,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Jade,Brasserie Bnifontaine,France,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Autumn Ale,Gray Brewing,United States,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
Chestnut Brown Ale,Eddie McStiff's Brewpub,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Affligem Dobbel,Brouwerij De Smedt,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Genesee Cream Ale,High Falls Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Adler Bru Pumpkin Spice,Appleton Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Adler Bru Oatmeal Stout,Appleton Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Adler Bru Classic Porter,Appleton Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Adler Bru Tailgate Amber,Appleton Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Adler Bru Ginseng Lager,Appleton Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Adler Bru Marquette Pilsner,Appleton Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Adler Bru Downtown Brown,Appleton Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Adler Bru Fox Classic River Ale,Appleton Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Adler Bru Weiss,Appleton Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Adler Bru Cherry Creek Cherry Flavored Lager,Appleton Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Smokey the Beer,Egan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Snowshoe Ale,New Glarus Brewing Company,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Special Amber Lager,Brasal-Brasserie Allemande,Canada,North American Lager,American-Style Lager,Clean and crisp,Pasta
Holland Beer,Bierbrouwerij Bavaria,Netherlands,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Samuel Adams Spring Ale,Boston Beer Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Special Beer,Stevens Point Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Alt Munich Dark,Hacker-Pschorr Bru,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Lager Beer,Myanmar Brewery and Distillery,Myanmar,North American Lager,American-Style Lager,Clean and crisp,Pasta
Calumet Bock,Rowland's Calumet Brewery,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Oderbolz Bock,Sand Creek Brewing Company,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Piper Down Scottish Ale,Titletown Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
