Weibier,Augustiner-Brau Munchen,Germany,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Eccentric Belgian Wheat,Empyrean Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Oatmeal Stout,Tied House Cafe & Brewery - San Jose,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Amber Light,Tied House Cafe & Brewery - San Jose,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
New World Wheat,Tied House Cafe & Brewery - San Jose,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Maibock,Tied House Cafe & Brewery - San Jose,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Ironwood Dark,Tied House Cafe & Brewery - San Jose,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Cascade Amber,Tied House Cafe & Brewery - San Jose,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Alpine Gold,Tied House Cafe & Brewery - San Jose,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Illuminator Doppelbock,Half Moon Bay Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Old Princeton Landing IPA,Half Moon Bay Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Paddle Out Stout,Half Moon Bay Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Pillar Point Pale Ale,Half Moon Bay Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Sandy Beach Blonde Hefeweizen,Half Moon Bay Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Mavericks Amber Ale,Half Moon Bay Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Harbor Light Ale,Half Moon Bay Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Leroy Barleywine,Seabright Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Oatmeal Stout,Seabright Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Amber,Seabright Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Blur IPA,Seabright Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Pelican Pale,Seabright Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Brew Ribbon,Seabright Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Casey Jones Imperial IPA,Iron Springs Pub & Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Fairfax Coffee Porter,Iron Springs Pub & Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Epiphany Ale,Iron Springs Pub & Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
IPA,Iron Springs Pub & Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Chazz Cat Rye,Iron Springs Pub & Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Shining Star Pale Ale,Iron Springs Pub & Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Honey Bunny Blonde Ale,Iron Springs Pub & Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Kent Lake Kolsch,Iron Springs Pub & Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Blarney Barleywine,Moylan's Brewery & Restaurant,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Irish Dry Stout,Moylan's Brewery & Restaurant,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Kilt Lifter Scottish Ale,Moylan's Brewery & Restaurant,United States,British Ale,Scotch Ale,Hoppy and bitter,Chicken
India Pale Ale,Moylan's Brewery & Restaurant,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Blonde Bock,Gordon Biersch Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Schwarzbier,Gordon Biersch Brewing,United States,German Lager,German-Style Schwarzbier,Dark and roasty,Vegetables
Czech Lager,Gordon Biersch Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Yule Tide,Clipper City Brewing Co.,United States,Belgian and French Ale,Belgian-Style Tripel,Varies,Cheese
Pilsner,Gordon Biersch Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Warka Strong,Browar Warka,Poland,North American Lager,American-Style Lager,Clean and crisp,Pasta
Porter,Roost Brewery,United States,Irish Ale,Porter,Dark and roasty,Burgers
ESB,Roost Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pale Ale,Roost Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Kristall Weizen,Roost Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
ESB (Extra Special Blizzard),Snowshoe Brewing - Sonora,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Paint the Town Red,HopTown Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Golden Ale,HopTown Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Train Wreck IPA,Pleasanton Main Street Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Zone 7 Porter,Pleasanton Main Street Brewery,United States,Irish Ale,Porter,Dark and roasty,Burgers
Pleasanton Pale,Pleasanton Main Street Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Island Wheat,Pleasanton Main Street Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Hefeweizen,Jack's Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Red Ale,Jack's Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Penalty Shot Porter,Jack's Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
India Pale Ale,Jack's Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Grid Iron Amber Ale,Jack's Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Boys of Summer Wheat,Jack's Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Pale Ale,Firehouse Grill & Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Red Ale,Firehouse Grill & Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Hefeweizen,Firehouse Grill & Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Bitter,Firehouse Grill & Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Double IPA,Firehouse Grill & Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Tatonka Stout,BJ's Restaurant and Brewery,United States,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
P.M. Porter,BJ's Restaurant and Brewery,United States,Irish Ale,Porter,Dark and roasty,Burgers
Jeremiah Red,BJ's Restaurant and Brewery,United States,Irish Ale,Irish-Style Red Ale,Hoppy and bitter,Chicken
Piranha Pale Ale,BJ's Restaurant and Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Harvest Hefeweizen,BJ's Restaurant and Brewery,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Brewhouse Blonde,BJ's Restaurant and Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Nutty Brewnette,BJ's Restaurant and Brewery,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
India Pale Ale (IPA),Faultline Brewing #1,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Belgian Tripel,Faultline Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Belgian Abbey,Faultline Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Stout,Faultline Brewing #1,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Pale Ale,Faultline Brewing #1,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Best Bitter,Faultline Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hefe Weizen,Faultline Brewing #1,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Pilsner,Faultline Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Klsch,Faultline Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Harvest Ale 2005 (Whisky),JW Lees and Co (Brewers) Ltd.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Harvest Ale 2005 (Calvados),JW Lees and Co (Brewers) Ltd.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Harvest Ale 2005 (Sherry),JW Lees and Co (Brewers) Ltd.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Crustacean Barleywine 2006,Rogue Ales,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Avalanche Amber,Breckenridge Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Hefe Proper Ale,Breckenridge Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Levity Amber Ale,Odell Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Easy Street Wheat,Odell Brewing,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Boulevard Pale Ale,Boulevard Brewing Company,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Bully! Porter,Boulevard Brewing Company,United States,Irish Ale,Porter,Dark and roasty,Burgers
Bovine Belgian Winter Ale,Little Apple Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
XX Black Angus Stout,Little Apple Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Blarney Stone Stout,Little Apple Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Bison Brown Ale,Little Apple Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Prairie Pale,Little Apple Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Wildcat Wheat,Little Apple Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Boulevard Dry Stout,Boulevard Brewing Company,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Planet Porter / Boulder Porter,Boulder Beer Company,United States,Irish Ale,Porter,Dark and roasty,Burgers
Amber,Brasserie La Caracole,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Blanche des Moines,Brasserie du Bocq,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Triple Moine,Brasserie du Bocq,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Arabier,Brouwerij De Dolle Brouwers,Belgium,Belgian and French Ale,Belgian-Style Pale Strong Ale,Hoppy and bitter,Chicken
Bos Keun,Brouwerij De Dolle Brouwers,Belgium,Belgian and French Ale,Belgian-Style Pale Strong Ale,Hoppy and bitter,Chicken
Grand Cru,Brasserie de l'Abbaye Val-Dieu,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Oerbier,Brouwerij De Dolle Brouwers,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dulle Teve / Mad Bitch,Brouwerij De Dolle Brouwers,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Vuuve,Brouwerij De Regenboog,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Gouden Carolus Tripel,Brouwerij Het Anker,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Gouden Carolus Ambrio 1471,Brouwerij Het Anker,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pauwel Kwak,Brouwerij Bosteels,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Delirium No l,Brouwerij Huyghe,Belgium,Belgian and French Ale,Other Belgian-Style Ales,Fruity and spicy,Seafood
Rochefort 10,Abbaye Notre Dame du St Remy,Belgium,Belgian and French Ale,Belgian-Style Quadrupel,Hoppy and bitter,Chicken
McChouffe,Brasserie D'Achouffe,Belgium,North American Ale,Dark American-Belgo-Style Ale,Hoppy and bitter,Chicken
471 Double IPA,Breckenridge Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
La Chouffe Golden Ale,Brasserie D'Achouffe,Belgium,Belgian and French Ale,Belgian-Style Pale Strong Ale,Hoppy and bitter,Chicken
Saison Voisin,Brasserie des Gants,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Olde Expensive Ale,Burton Bridge Brewery,United Kingdom,British Ale,Old Ale,Hoppy and bitter,Chicken
Quadrupel,Bierbrouwerij De Koningshoeven,Netherlands,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Tripel,Bierbrouwerij De Koningshoeven,Netherlands,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dubbel,Bierbrouwerij De Koningshoeven,Netherlands,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Growler,Nethergate Brewery Co Ltd,United Kingdom,Irish Ale,Porter,Dark and roasty,Burgers
Urthel Vlaemse Bock,De Leyerth Brouwerijen,Belgium,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Watou Tripel,Brouwerij St. Bernardus,Belgium,Belgian and French Ale,Belgian-Style Tripel,Varies,Cheese
Matilda,Goose Island Beer Company - Fulton Street,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Engine Oil Special Reserve (aged in malt whisky casks),Harviestoun Brewery,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Imperial Stout,Odell Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
EKU 28,Kulmbacher Brauerei AG,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Eisbock,Kulmbacher Brauerei AG,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Doppelbock Dunkel,Schloss Eggenberg,Austria,German Lager,German-Style Doppelbock,Malty and roasty,Steak
Special London Ale,Youngs & Company Brewery,England,British Ale,Old Ale,Hoppy and bitter,Chicken
Oatmeal Stout,Youngs & Company Brewery,England,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Super,Birrificia Le Baladin,Italy,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Wayan,Birrificia Le Baladin,Italy,British Ale,Classic English-Style Pale Ale,Varies,Cheese
GABF 25th Year Beer,Boulder Beer Company,United States,British Ale,Extra Special Bitter,Hoppy and bitter,Chicken
Old Foghorn 2006,Anchor Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Grand Cru 2006,AleSmith Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Cerveza Negra,Cervecera Jerome,Argentina,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Cerveza Diablo,Cervecera Jerome,Argentina,North American Lager,American-Style Lager,Clean and crisp,Pasta
Cerveza Roja,Cervecera Jerome,Argentina,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Buffalo Belgian Stout,Brouwerij Van Den Bossche,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Rader Ambr,Brennerei-Distillerie Radermacher,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Rader Blonde,Brennerei-Distillerie Radermacher,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Toleration,Hambleton Ales,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
English Ale,St Peter's Brewery,United Kingdom,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Ripon Jewel Ale,Daleside Brewery,United Kingdom,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
XTra,Brasserie Thiriez,France,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bam,Jolly Pumpkin Artisan Ales,United States,Belgian and French Ale,French & Belgian-Style Saison,Fruity and spicy,Seafood
Samichlaus Bier 2005,Schloss Eggenberg,Austria,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
